Country,State,City,Station_name,Timestamp(UTC),PM2.5,US_AQI,Main pollutant,r1,r2,r3,r4,
USA,Pennsylvania,Avalon,Avalon,2021-08-21 00:00:00,15.21,58,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-09-02 00:00:00,6.58,27,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-09-21 00:00:00,9.5,39,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-09-25 00:00:00,9.13,38,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-10-02 00:00:00,16.38,60,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-10-07 00:00:00,4.17,17,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-10-08 00:00:00,6.0,25,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-10-26 00:00:00,3.67,15,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-11-14 00:00:00,5.17,21,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-11-22 00:00:00,7.91,33,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-11-28 00:00:00,11.57,48,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-12-20 00:00:00,6.08,25,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-12-24 00:00:00,6.25,26,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-12-30 00:00:00,12.46,52,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-01-09 00:00:00,9.96,41,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-01-16 00:00:00,5.88,24,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-01-19 00:00:00,9.65,40,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-01-25 00:00:00,10.78,45,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-02-16 00:00:00,14.29,56,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-02-19 00:00:00,5.42,22,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-02-23 00:00:00,8.14,34,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-03-07 00:00:00,8.92,37,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-03-09 00:00:00,11.0,45,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-03-21 00:00:00,8.42,35,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-03-22 00:00:00,10.75,44,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-03-23 00:00:00,7.25,30,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-04-04 00:00:00,10.9,45,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-04-06 00:00:00,7.38,30,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-04-12 00:00:00,7.25,30,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-04-14 00:00:00,5.91,24,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-04-17 00:00:00,3.54,15,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-04-21 00:00:00,8.83,36,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-05-04 00:00:00,6.5,27,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-06-06 00:00:00,9.42,39,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-06-10 00:00:00,6.29,26,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-06-16 00:00:00,19.69,67,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-06-23 00:00:00,6.36,26,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-07-08 00:00:00,6.66,28,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-07-10 00:00:00,7.47,31,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-07-28 00:00:00,7.96,33,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-08-03 00:00:00,8.45,35,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-08-05 00:00:00,7.52,31,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-08-09 00:00:00,6.69,28,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-08-10 00:00:00,4.89,20,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-08-11 00:00:00,8.25,34,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-08-16 00:00:00,5.93,25,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-08-28 00:00:00,11.72,48,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2015-12-19 00:00:00,5.62,23,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2015-12-30 00:00:00,7.39,31,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-01-04 00:00:00,5.26,22,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-01-18 00:00:00,6.88,28,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-01-20 00:00:00,11.82,49,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-02-25 00:00:00,4.64,19,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-02-26 00:00:00,5.55,23,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-03-25 00:00:00,7.09,29,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-03-30 00:00:00,5.24,22,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-04-04 00:00:00,7.58,31,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-04-10 00:00:00,6.0,25,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-04-22 00:00:00,11.71,48,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-04-26 00:00:00,14.67,56,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-04-28 00:00:00,4.22,17,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-05-10 00:00:00,8.54,35,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-05-27 00:00:00,17.04,61,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-06-02 00:00:00,10.88,45,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-06-08 00:00:00,4.38,18,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-06-11 00:00:00,19.61,67,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-06-25 00:00:00,11.22,46,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-07-03 00:00:00,13.78,55,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-07-06 00:00:00,16.38,60,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-07-23 00:00:00,17.48,62,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-07-26 00:00:00,13.46,54,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-08-15 00:00:00,6.71,28,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-09-02 00:00:00,4.38,18,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-09-26 00:00:00,9.57,40,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-10-13 00:00:00,13.55,54,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-10-22 00:00:00,1.09,5,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-10-23 00:00:00,5.67,23,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-12-06 00:00:00,5.54,23,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-12-07 00:00:00,7.8,32,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-12-15 00:00:00,6.38,26,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-12-20 00:00:00,21.54,71,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-12-23 00:00:00,10.0,41,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-12-24 00:00:00,14.96,57,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-01-13 00:00:00,7.04,29,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-01-15 00:00:00,14.42,56,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-01-24 00:00:00,5.25,22,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-01-28 00:00:00,5.71,24,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-02-03 00:00:00,6.96,29,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-02-07 00:00:00,18.09,64,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-02-21 00:00:00,10.88,45,PM2.5,14.72,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-03-05 00:00:00,2.04,8,PM2.5,2.84,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-03-19 00:00:00,6.04,25,PM2.5,8.53,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-03-25 00:00:00,22.5,73,PM2.5,31.48,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-04-17 00:00:00,4.46,18,PM2.5,6.42,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-04-24 00:00:00,3.38,14,PM2.5,4.89,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-05-10 00:00:00,18.88,65,PM2.5,26.2,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-06-20 00:00:00,5.13,21,PM2.5,7.32,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-06-25 00:00:00,9.79,40,PM2.5,12.71,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-06-29 00:00:00,19.83,67,PM2.5,30.44,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-07-05 00:00:00,21.0,70,PM2.5,31.0,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-07-11 00:00:00,11.54,48,PM2.5,16.55,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-08-19 00:00:00,15.29,58,PM2.5,22.33,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-09-26 00:00:00,30.96,90,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-10-15 00:00:00,23.96,76,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-11-03 00:00:00,14.17,55,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-11-21 00:00:00,15.3,58,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-11-30 00:00:00,15.04,57,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-12-02 00:00:00,31.2,91,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-12-18 00:00:00,18.75,65,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-12-19 00:00:00,7.29,30,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-01-08 00:00:00,13.25,53,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-01-20 00:00:00,16.45,60,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-03-17 00:00:00,9.83,41,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-04-11 00:00:00,17.13,62,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-04-12 00:00:00,17.45,62,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-04-26 00:00:00,3.21,13,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-05-31 00:00:00,6.83,28,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-06-14 00:00:00,7.31,30,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-06-26 00:00:00,6.83,28,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-08-18 00:00:00,8.79,36,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-09-04 00:00:00,10.5,43,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-09-18 00:00:00,4.17,17,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-09-23 00:00:00,2.13,9,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-09-27 00:00:00,3.67,15,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-09-28 00:00:00,3.08,13,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-09-30 00:00:00,12.54,52,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-10-17 00:00:00,5.63,23,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-10-20 00:00:00,4.42,18,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-11-18 00:00:00,9.29,38,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2022-02-06 00:00:00,20.33,68,PM2.5,,,,,
USA,Pennsylvania,Avalon,Avalon,2021-12-23 00:00:00,10.25,42,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-12-02 00:00:00,6.07,25,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-12-06 00:00:00,6.46,27,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-05-08 00:00:00,6.5,27,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-08-21 00:00:00,6.53,27,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-10-31 00:00:00,3.79,16,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-12-05 00:00:00,7.05,29,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-10-07 00:00:00,12.96,53,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-12-31 00:00:00,7.27,30,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-03-04 00:00:00,2.17,9,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-02-24 00:00:00,20.91,69,PM2.5,29.81,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-10-01 00:00:00,6.72,28,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-01-21 00:00:00,17.8,63,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-03-06 00:00:00,4.42,18,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-01-25 00:00:00,52.09,142,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-03-23 00:00:00,3.46,14,PM2.5,4.17,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-09-20 00:00:00,20.54,69,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-07-13 00:00:00,15.21,58,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-10-09 00:00:00,5.71,24,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-01-22 00:00:00,26.73,82,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-12-03 00:00:00,6.65,27,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-05-26 00:00:00,21.96,72,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-06-26 00:00:00,9.41,39,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-05-29 00:00:00,4.79,20,PM2.5,7.1,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-10-24 00:00:00,5.65,23,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-08-09 00:00:00,18.67,65,PM2.5,25.8,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-01-31 00:00:00,12.42,52,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2015-12-26 00:00:00,5.71,24,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-10-05 00:00:00,18.88,65,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-06-22 00:00:00,5.21,22,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-01-23 00:00:00,3.74,15,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-12-09 00:00:00,6.96,29,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-12-23 00:00:00,8.33,34,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-01-10 00:00:00,6.36,26,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-01-31 00:00:00,5.94,25,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-03-29 00:00:00,23.56,75,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-04-01 00:00:00,6.96,29,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-05-10 00:00:00,8.93,37,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-05-11 00:00:00,3.55,15,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-06-04 00:00:00,15.75,59,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-08-09 00:00:00,9.22,38,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-09-05 00:00:00,5.26,22,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-09-09 00:00:00,8.65,36,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-09-10 00:00:00,11.0,45,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-09-13 00:00:00,4.67,19,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-09-23 00:00:00,20.05,68,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-09-25 00:00:00,22.77,73,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-10-12 00:00:00,5.41,22,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-10-19 00:00:00,13.24,53,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-10-20 00:00:00,11.05,46,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-11-12 00:00:00,6.44,27,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-12-03 00:00:00,5.52,23,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2019-12-28 00:00:00,19.67,67,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-01-24 00:00:00,13.59,54,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-01-31 00:00:00,16.83,61,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-02-08 00:00:00,10.35,43,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-02-24 00:00:00,37.95,107,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-03-15 00:00:00,8.44,35,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-03-22 00:00:00,8.31,34,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-04-01 00:00:00,6.4,26,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-04-09 00:00:00,5.11,21,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-04-18 00:00:00,7.58,31,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-05-08 00:00:00,6.34,26,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-05-10 00:00:00,8.06,33,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-05-27 00:00:00,4.24,18,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-06-17 00:00:00,8.06,33,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-06-28 00:00:00,9.92,41,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-07-04 00:00:00,24.34,77,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-07-15 00:00:00,8.24,34,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-07-20 00:00:00,8.5,35,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-07-29 00:00:00,14.38,56,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-08-01 00:00:00,7.89,33,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-08-19 00:00:00,3.95,16,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-08-30 00:00:00,5.58,23,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-10-07 00:00:00,9.18,38,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-10-12 00:00:00,2.52,10,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-11-06 00:00:00,34.09,97,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-11-11 00:00:00,6.77,28,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-11-24 00:00:00,10.46,43,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-12-16 00:00:00,7.25,30,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-12-17 00:00:00,10.88,45,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-12-20 00:00:00,13.61,54,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-12-27 00:00:00,14.74,57,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-12-28 00:00:00,8.72,36,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-01-06 00:00:00,10.86,45,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-01-25 00:00:00,14.45,56,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-02-06 00:00:00,6.33,26,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-02-13 00:00:00,13.69,54,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-02-14 00:00:00,12.24,51,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-03-02 00:00:00,6.79,28,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-03-09 00:00:00,30.61,90,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-03-11 00:00:00,28.03,84,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-03-14 00:00:00,10.64,44,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-03-22 00:00:00,10.2,42,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-03-25 00:00:00,20.0,68,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-03-28 00:00:00,10.9,45,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-06-02 00:00:00,19.24,66,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-06-13 00:00:00,23.7,75,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-07-26 00:00:00,19.67,67,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-08-05 00:00:00,20.65,69,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-08-17 00:00:00,5.33,22,PM2.5,12.92,4.33,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-09-02 00:00:00,11.88,49,PM2.5,14.4,3.82,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-09-04 00:00:00,9.04,37,PM2.5,13.46,4.78,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-09-11 00:00:00,19.26,66,PM2.5,30.61,13.21,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-09-28 00:00:00,14.33,56,PM2.5,27.42,17.54,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2021-09-30 00:00:00,13.38,54,PM2.5,19.38,4.8,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2020-10-16 00:00:00,6.52,27,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-12-21 00:00:00,5.09,21,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-05-26 00:00:00,29.92,88,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-06-04 00:00:00,24.54,77,PM2.5,34.58,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-08-09 00:00:00,9.52,39,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-02-04 00:00:00,5.14,21,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-05-06 00:00:00,3.08,13,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-12-16 00:00:00,6.6,27,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2017-10-13 00:00:00,2.67,11,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-06-11 00:00:00,1.0,4,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2016-08-26 00:00:00,10.63,44,PM2.5,,,,,
USA,Pennsylvania,McKeesport,Liberty (SAHS),2018-12-27 00:00:00,23.79,75,PM2.5,,,,,
